rid,aircraft,airport,model,wildlife_struck,impact,flight_date,damage,airline,origin,flight_phase,remains_collected_flag,Remarks,wildlife_size,sky_conditions,species,pilot_warned_flag,altitude_ft,heavy_flag
210836,Airplane,TOLEDO EXPRESS ARPT,CITATION II,1,None,7/9/2001 0:00,No damage,BUSINESS,Ohio,Approach,FALSE,PILOT REPTD BIRD STRIKE TO TWR 1/2 MI W OF ARPT. NO DMG.  BIRD MADE A LEFT DIVE AND HIT TOP OF FUSELAGE. APPARENT SUICIDE.,Small,Some Cloud,Unknown bird - small,N,300,No
206454,Airplane,THEODORE FRANCIS GREEN STATE,B-737,1,None,7/9/2001 0:00,No damage,SOUTHWEST AIRLINES,Rhode Island,Approach,FALSE,FOUND REMAINS ON RWY. NO DMG. NOTAM WARNING. FLT 1907,Small,No Cloud,Mourning dove,Y,50,Yes
208408,Airplane,PHILADELPHIA INTL,A-320,1,None,7/9/2001 0:00,No damage,US AIRWAYS*,Pennsylvania,Approach,FALSE,REPTD TO TRACON. A/C NOT INSPCTD AS OF THIS TIME.,Small,No Cloud,Unknown bird - small,N,50,No
206417,Airplane,GEORGE BUSH INTERCONTINENTAL,B-727-200,1,None,7/9/2001 0:00,No damage,DELTA AIR LINES,Texas,Climb,FALSE,,Small,No Cloud,Unknown bird - small,N,30,No
208409,Airplane,JUAN SANTAMARIA INTL,B-757-200,1,None,7/9/2001 0:00,No damage,AMERICAN AIRLINES,N/A,Approach,FALSE,NO DMG,Large,No Cloud,Unknown bird - large,N,"8,000",Yes
210369,Airplane,EPPLEY AIRFIELD,LEARJET-31,1,None,7/10/2001 0:00,No damage,BOMBARDIER BUSINESS JET,Nebraska,Approach,FALSE,,Small,Some Cloud,Unknown bird - small,N,40,No
207903,Airplane,PHILADELPHIA INTL,A-320,1,None,7/10/2001 0:00,No damage,US AIRWAYS*,Pennsylvania,Approach,FALSE,BIRD HIT FRAMING ABOVE CAPT'S WINDSHLD. NO DMG.,Small,Some Cloud,Unknown bird - small,N,50,No
206501,Airplane,RONALD REAGAN WASHINGTON NATL,FOKKER F100,1,None,7/10/2001 0:00,No damage,AMERICAN AIRLINES,DC,Approach,FALSE,ATIS WARNING,Medium,No Cloud,Unknown bird - medium,Y,500,No
209796,Airplane,ORLANDO SANFORD INTL AIRPORT,C-152,1,Precautionary Landing,7/11/2001 0:00,No damage,BUSINESS,Florida,Approach,FALSE,BLOOD AND FEATHERS ON LE AND TE OF RT WING. TWR NOTIFIED. BIRD RECOVERED DEAD ONR WY APCH.,Small,No Cloud,Unknown bird - small,N,200,No
213588,Airplane,PHOENIX DEER VALLEY ARPT,PA-28,1,Aborted Take-off,7/11/2001 0:00,No damage,PAN AM,Arizona,Take-off run,FALSE,,Medium,Some Cloud,Unknown bird - medium,N,0,No
212315,Airplane,NANTUCKET MEMORIAL,BE-90  KING,1,None,7/11/2001 0:00,No damage,BUSINESS,Massachusetts,Approach,FALSE,,Medium,Overcast,Herring gull,N,5,No
212544,Airplane,HESLER-NOBLE FIELD ARPT,LEARJET-31,1,Precautionary Landing,7/11/2001 0:00,No damage,BUSINESS,Mississippi,Climb,FALSE,BIRD IHT MIDDLE OF PILOT'S WINDSHLD AFTER ROTATION. UNCONTROLLED ARPT AND OUR HOME BASE. ALWAYS BIRDS ON RWY. HAVE HIT SEVERAL OV ETH LAST 5-6 YEARS.,Small,Some Cloud,Unknown bird - small,N,15,No
209989,Airplane,LOUISVILLE INTL ARPT,BA-146,1,None,7/11/2001 0:00,No damage,MESABA AIRLINES,Kentucky,Landing Roll,FALSE,FLT 3622. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,No
215096,Airplane,SOUTHWEST FLORIDA INTL ARPT,MD-88,1,None,7/11/2001 0:00,No damage,DELTA AIR LINES,Florida,Landing Roll,FALSE,SML BIRD GLANCED OFF RADOME. REMAINS FOUND 6000' FROM APCH END.,Small,Overcast,Red-winged blackbird,Y,0,No
207713,Airplane,MEMPHIS INTL,A-300,1,None,7/11/2001 0:00,No damage,FEDEX EXPRESS,Tennessee,Descent,FALSE,,Small,No Cloud,Unknown bird - small,N,"4,900",No
207558,Airplane,HAWKINS FIELD ARPT,BE-400 BJET,1,None,7/12/2001 0:00,No damage,BUSINESS,Mississippi,Take-off run,FALSE,0-20 FEET AGL.,Small,Some Cloud,Unknown bird - small,N,0,No
207639,Airplane,LOVELL FIELD ARPT,CITATION II,1,None,7/12/2001 0:00,No damage,BUSINESS,Tennessee,Take-off run,FALSE,,Small,No Cloud,Unknown bird - small,N,0,No
209868,Airplane,PALM BEACH INTL,B-737-200,1,None,7/12/2001 0:00,No damage,US AIRWAYS*,Florida,Take-off run,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,Yes
208219,Airplane,NORTH CENTRAL WEST VIRGINIA ARPT,CL-RJ100/200,1,None,7/12/2001 0:00,No damage,COMAIR AIRLINES,West Virginia,Take-off run,FALSE,FLT620. PILOT TOLD TWR HE HAD A BIRD STRIKE. POSSIBLY A BLACKBIRD. FLT TO CVG. PILOT DID NOT REPT ANY DMG. PART STRUCK UNKN.,Medium,Some Cloud,Unknown bird - medium,N,0,No
201531,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,EMB-135,1,None,7/12/2001 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),Wisconsin,Approach,FALSE,NO DMG.,Small,No Cloud,Unknown bird - small,N,50,No
215956,Airplane,NORTHEAST PHILADELPHIA ARPT,LEARJET-60,1,None,7/13/2001 0:00,No damage,BOMBARDIER BUSINESS JET,Pennsylvania,Landing Roll,FALSE,NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,No
206678,Airplane,QUAD CITY ARPT,C-172,1,None,7/13/2001 0:00,No damage,PRIVATELY OWNED,Illinois,Landing Roll,FALSE,KILLDEER SIZE BIRD. ATIS WARNING.,Small,No Cloud,Unknown bird - small,Y,0,No
209229,Airplane,TORONTO/LESTER B. PEARSON INTL,B-737-300,1,None,7/14/2001 0:00,No damage,US AIRWAYS*,Ontario,Approach,FALSE,"NO DMG. REPTD AS DOVE, ASSUME MOURNING.",Small,No Cloud,Mourning dove,N,500,Yes
211776,Airplane,CAPITAL CITY ARPT (PA),MOONEY UNKN,1,Other,7/14/2001 0:00,Caused damage,UNKNOWN,Pennsylvania,Approach,FALSE,TOOK EVASIVE ACTION. CHIPPED PAINT.,Large,Some Cloud,Turkey vulture,N,"1,500",No
203719,Airplane,TAMPA INTL,B-767,1,None,7/15/2001 0:00,No damage,DELTA AIR LINES,Florida,Landing Roll,FALSE,,Small,No Cloud,Unknown bird - small,N,0,Yes
210851,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-757-200,1,None,7/15/2001 0:00,No damage,DELTA AIR LINES,Kentucky,Take-off run,FALSE,,Small,Some Cloud,American kestrel,Y,0,Yes
204492,Airplane,MIAMI INTL,B-727,1,None,7/15/2001 0:00,No damage,AMERICAN AIRLINES,Florida,Approach,FALSE,,Small,Some Cloud,Unknown bird - small,N,"3,000",No
206152,Airplane,ASHE COUNTY,BE-90  KING,1,Precautionary Landing,7/15/2001 0:00,Caused damage,PIEDMONT AIRLINES,North Carolina,Take-off run,FALSE,"1 PROP BLADE BENT, NACELLE AND WING HAVE SEVERAL DENTS AND A SMALL HOLE ON UNDERSIDE OF WING. RT MAINT GEAR OTBD DOOR IS PARTIALLY SHEARED OFF. A/C NOT AIRWORTHY.",Large,No Cloud,White-tailed deer,N,0,No
204634,Airplane,MORGANTOWN MUNICIPAL ARPT,BE-1900,1,Aborted Take-off,7/15/2001 0:00,Caused damage,MESA AIRLINES,West Virginia,Take-off run,FALSE,11 PAX. NO ONE WAS HURT. PROP BROKE OFF. REMOVED ENG DUE TO DAMAGE.,Large,No Cloud,White-tailed deer,Y,0,No
210880,Airplane,DANE COUNTY REGIONAL ARPT-TRUAX FLD,CL-RJ100/200,1,None,7/16/2001 0:00,No damage,COMAIR AIRLINES,Wisconsin,Climb,FALSE,FLT616,Small,No Cloud,European starling,N,40,No
206682,Airplane,DETROIT METRO WAYNE COUNTY ARPT,SAAB-340,1,None,7/16/2001 0:00,No damage,MESABA AIRLINES,Michigan,Approach,FALSE,BIRD HIT RT WINDSHLD DURING LDG FLARE. NO DMG.,Small,No Cloud,Unknown bird - small,N,10,No
210402,Airplane,LIHUE ARPT,B-737,1,None,7/16/2001 0:00,No damage,ALOHA AIRLINES,Hawaii,Climb,FALSE,STRANGE ODOR AFTER T/O ENG NORMAL. (INGESTION),Small,No Cloud,Unknown bird - small,Y,50,Yes
206805,Airplane,GREATER PITTSBURGH,FOKKER F100,1,None,7/16/2001 0:00,No damage,US AIRWAYS*,Pennsylvania,Approach,FALSE,,Small,Some Cloud,Unknown bird - small,N,50,No
209636,Airplane,IGOR I SIKORSKY MEMORIAL,PA-28,1,None,7/17/2001 0:00,No damage,BUSINESS,Connecticut,Approach,FALSE,,Small,No Cloud,Rock pigeon,N,50,No
211661,Airplane,LIHUE ARPT,B-737-200,1,None,7/17/2001 0:00,No damage,ALOHA AIRLINES,Hawaii,Approach,FALSE,,Small,Some Cloud,Western meadowlark,Y,50,Yes
209376,Airplane,LAGUARDIA NY,B-757-200,1,None,7/17/2001 0:00,No damage,AMERICAN AIRLINES,New York,Climb,FALSE,,Small,Some Cloud,Unknown bird - small,Y,500,Yes
209675,Airplane,PORTLAND INTL (OR),FOKKER F28 MK 4000,1,None,7/17/2001 0:00,No damage,HORIZON AIR,Oregon,Landing Roll,FALSE,FLT 2517 NO DMG OR EVIDENCE FOUND ON A/C. KESTRAL FOUND ON RWY WHERE A/C TOUCHED DOWN.,Small,Overcast,American kestrel,Y,0,No
209397,Airplane,OHIO STATE UNIVERSITY,C-152,1,None,7/17/2001 0:00,No damage,BUSINESS,Ohio,Approach,FALSE,FOG.,Small,Overcast,European starling,N,30,No
207504,Airplane,NORTH PLATTE REGIONAL,BE-1900,1,Aborted Take-off,7/17/2001 0:00,No damage,GREAT LAKES AIRLINES,Nebraska,Take-off run,FALSE,NO DMG.,Small,No Cloud,Wilson's snipe,Y,0,No
207619,Airplane,BALTIMORE WASH INTL,B-737-700,1,None,7/17/2001 0:00,No damage,SOUTHWEST AIRLINES,Maryland,Take-off run,FALSE,FEATHERS LODGED IN COMPRESSOR AND STATOR VANES. INGESTION. TIME OUT OF SVC 20 MINS,Small,Some Cloud,Unknown bird - small,Y,0,Yes
207984,Airplane,FORT LAUDERDALE/HOLLYWOOD INTL,B-737-400,1,None,7/17/2001 0:00,No damage,US AIRWAYS*,Florida,Approach,FALSE," # BIRDS STRUCK NOT REPTD, ASSUME 1.",Medium,Some Cloud,Unknown bird - medium,Y,"3,000",Yes
209262,Airplane,NEW ORLEANS INTL,B-737-400,1,None,7/17/2001 0:00,Caused damage,US AIRWAYS*,Louisiana,Approach,FALSE,BIRD(S) INGESTION INTO CORE. FUEL NOZZLE DAMAGE. ENG CHANGED ON 7/19. ID BY WS.,Small,No Cloud,European starling,N,200,Yes
208689,Airplane,WILKES-BARRE/SCRANTON INTL,MD-80,1,None,7/18/2001 0:00,No damage,US AIRWAYS*,Pennsylvania,Take-off run,FALSE,UNKN WHAT PART WAS STRUCKFLT 375,Large,Some Cloud,Turkey vulture,N,0,No
202819,Airplane,ELKO REGIONAL ARPT,B-737-200,1,Aborted Take-off,7/18/2001 0:00,Caused damage,CASINO EXPRESS AIRLINES,Nevada,Take-off run,FALSE,ENG REPLACED DUE TO SEVERITY OF DAMAGED COMPRESSOR BLADES. INGESTION.,Medium,No Cloud,Unknown bird - medium,N,0,Yes
207945,Airplane,METRO OAKLAND INTL,B-727-200,1,None,7/18/2001 0:00,No damage,FEDEX EXPRESS,California,Approach,FALSE,,Small,No Cloud,Unknown bird - small,N,300,No
210805,Airplane,AIRBORNE AIRPARK,DC-8-63,1,None,7/19/2001 0:00,No damage,ABX AIR,Ohio,Approach,FALSE,#4 CTC BIRD STRIKE ON APCH TO ILN. CLEANED OUT INLET. INSPN. NO DMG. GROUND TESTED.,Small,No Cloud,Unknown bird - small,N,100,No
208966,Airplane,DALLAS/FORT WORTH INTL ARPT,ATR-72,1,None,7/19/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Take-off run,FALSE,HIT BIRD ON ROTATION LOUD THUD ON NOSE. CONTD TO TUL FOR INSPN. NO DMG. NO EVIDENCE FOUND.,Medium,No Cloud,Unknown bird - medium,Y,0,No
205857,Airplane,ATLANTIC CITY INTL,EMB-145,1,None,7/19/2001 0:00,No damage,EXPRESSJET (CONTINENTAL EXPRS),New Jersey,Take-off run,FALSE,,Small,Overcast,Barn swallow,Y,0,No
207340,Airplane,SAN ANTONIO INTL,MD-88,1,None,7/19/2001 0:00,No damage,DELTA AIR LINES,Texas,Approach,FALSE,"NO DMG. BIRD REMAINS VISIBLE ON RADOME, CAPTS SIDE.",Small,No Cloud,Unknown bird - small,N,"1,000",No
209634,Airplane,BALTIMORE WASH INTL,B-737-200,1,None,7/19/2001 0:00,No damage,US AIRWAYS*,Maryland,Take-off run,FALSE,NO DMG. (DATA ENTRY NOTE: HEIGHT GIVEN AS TAKE OFF ROLL BUT PHASE CHECKED WAS CLIMB),Small,Some Cloud,Unknown bird - small,N,0,Yes
213946,Airplane,JOPLIN REGIONAL,SAAB-340,1,Precautionary Landing,7/19/2001 0:00,Caused damage,PINNACLE,Missouri,Climb,FALSE,"RT NOSE GEAR DOOR BENT, 2 SAFETY FASTENERS BROKEN",Large,No Cloud,Turkey vulture,N,10,No
206263,Airplane,SAN ANTONIO INTL,B-727-200,1,None,7/19/2001 0:00,No damage,FEDEX EXPRESS,Texas,Climb,FALSE,,Small,Some Cloud,Unknown bird - small,N,500,No
209711,Airplane,LOUISVILLE INTL ARPT,B-757-200,1,None,7/20/2001 0:00,No damage,UPS AIRLINES,Kentucky,Approach,FALSE,,Medium,Overcast,Unknown bird - medium,N,"2,000",Yes
209510,Airplane,PENSACOLA REGIONAL,B-737-400,1,None,7/21/2001 0:00,No damage,US AIRWAYS*,Florida,Landing Roll,FALSE,"BIRD INGESTION IN COMPRESOR. NO DMG. (DATA ENTRY NOTE: 3 REPORTS DIFFER ON TIME, ALTITUDE, PHASE,& BIRD)",Medium,No Cloud,Unknown bird - medium,N,0,Yes
214129,Airplane,AKRON-CANTON MUNICIPAL,CL-RJ100/200,1,Other,7/22/2001 0:00,No damage,ATLANTIC COAST AIRLINES,Ohio,Take-off run,FALSE,STRIKE AT V1. CO-PILOT LANDED A/C  DUE TO REDUCED VIZ OUT OF L WINDSHLD.,Small,No Cloud,Unknown bird - small,N,0,No
210650,Airplane,HUNTSVILLE INTL,EMB-145,1,None,7/22/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Alabama,Take-off run,FALSE,MANY BIRDS IN AREA.,Small,Some Cloud,Unknown bird - small,N,0,No
212055,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,1,None,7/22/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,FALSE,MAINT INSPN FOUND NO DMG.,Small,No Cloud,Meadowlarks,Y,0,No
211828,Airplane,DALLAS/FORT WORTH INTL ARPT,ATR-72,1,None,7/22/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Descent,FALSE,,Small,No Cloud,Unknown bird - small,N,"6,000",No
210209,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,1,None,7/22/2001 0:00,Caused damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,FALSE,"DMG TO TAXI LIGHT AND SPRING MECHANISM ON NOSE WHEEL LDG GEAR. A/C WAS OUT OF SVC SEVERAL HRS. PART NOT READILY AVAILABLE. (DATA ENTRY NOTE: EXACT # OF HRS NOT REPTD, ASSUME 3)",Medium,No Cloud,Red-tailed hawk,N,0,No
207946,Airplane,THE EASTERN IOWA ARPT,CL-RJ100/200,1,None,7/23/2001 0:00,No damage,COMAIR AIRLINES,Iowa,Approach,FALSE,,Small,No Cloud,Unknown bird - small,N,"1,500",No
211071,Airplane,DALLAS/FORT WORTH INTL ARPT,A-319,1,None,7/23/2001 0:00,No damage,US AIRWAYS*,Texas,Approach,FALSE,NO DMG. CLEANED REMAINS.,Medium,Some Cloud,Unknown bird - medium,N,50,No
207876,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,1,None,7/23/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Landing Roll,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,No
210937,Airplane,INDIANAPOLIS INTL,BE-1900,1,None,7/23/2001 0:00,No damage,BUSINESS,Indiana,Landing Roll,FALSE,NO DMG.,Small,Overcast,Mourning dove,Y,0,No
203232,Airplane,INDIANAPOLIS INTL,BE-1900,1,None,7/23/2001 0:00,No damage,BUSINESS,Indiana,Take-off run,FALSE,NO REPTD DMG.,Small,Overcast,Unknown bird - small,Y,0,No
204558,Airplane,DES MOINES INTL,MD-82,1,None,7/23/2001 0:00,No damage,TRANS WORLD AIRLINES,Iowa,Approach,FALSE,"ON FINAL APCH AT OUTER MARKER FOREM, SML BIRD HIT JUST AHEAD OF AND BELOW L EYEBROW WINDOW. FOUND BLOOD SMEAR. COST WAS FOR BIRD STRIKE INSPN.",Small,No Cloud,Unknown bird - small,N,"1,400",No
205545,Airplane,AKRON-CANTON MUNICIPAL,DC-9-30,1,None,7/24/2001 0:00,No damage,AIRTRAN AIRWAYS,Ohio,Take-off run,FALSE,UNKN PART STRUCK. NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,No
207080,Airplane,CHARLOTTE/DOUGLAS INTL ARPT,B-737-400,1,None,7/24/2001 0:00,No damage,US AIRWAYS*,North Carolina,Approach,FALSE,UNSURE WHAT PART STRUCK,Small,Some Cloud,Unknown bird - small,N,400,Yes
201096,Airplane,GATWICK - LONDON,B-767-300,1,None,7/24/2001 0:00,No damage,DELTA AIR LINES,N/A,Climb,FALSE,,Small,Some Cloud,Unknown bird - small,N,"3,000",Yes
210874,Airplane,SYRACUSE HANCOCK INTL,B-737-400,1,None,7/25/2001 0:00,No damage,US AIRWAYS*,New York,Take-off run,FALSE,INGESTION. CAPT SMELLED BIRD AFTER IT HIT ENG.,Small,Some Cloud,Unknown bird - small,N,0,Yes
206549,Airplane,PHOENIX DEER VALLEY ARPT,C-172,1,Aborted Take-off,7/25/2001 0:00,No damage,BUSINESS,Arizona,Take-off run,FALSE,A/C WAS DOING TOUCH AND GO LANDINGS. WAS ABOUT TO POWER UP FOR DEPARTURE WHEN STRIKE OCCURED. A/C TAXIED TO PARKING.,Medium,Some Cloud,Unknown bird - medium,N,0,No
208343,Airplane,CAPITAL CITY (MI),PA-28,1,Precautionary Landing,7/26/2001 0:00,No damage,BUSINESS,Michigan,Climb,FALSE,"JUST AFTER LIFT OFF, PILOT SAW BIRD HIT RT WING. NO APPARENT DMG.",Small,Some Cloud,Unknown bird - small,N,200,No
209127,Airplane,WASHINGTON DULLES INTL ARPT,CL-RJ100/200,1,None,7/26/2001 0:00,No damage,ATLANTIC COAST AIRLINES,DC,Approach,FALSE,,Small,Overcast,Unknown bird - small,N,300,No
210729,Airplane,AKRON-CANTON MUNICIPAL,CL-RJ100/200,1,None,7/26/2001 0:00,No damage,PINNACLE,Ohio,Landing Roll,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,No
207206,Airplane,QUAD CITY ARPT,SAAB-340,1,None,7/26/2001 0:00,No damage,MESABA AIRLINES,Illinois,Approach,FALSE,ATIS WARNING,Medium,Some Cloud,Unknown bird - medium,Y,10,No
212245,Airplane,HONOLULU INTL ARPT,B-717-200,1,None,7/26/2001 0:00,No damage,HAWAIIAN AIR,Hawaii,Landing Roll,FALSE,NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,No
204931,Airplane,HILO INTL ARPT,DC-9-50,1,None,7/27/2001 0:00,No damage,HAWAIIAN AIR,Hawaii,Take-off run,FALSE,"# BIRDS STRUCK NOT REPTD, ASSUME 1.",Medium,Overcast,Unknown bird - medium,N,0,No
208659,Airplane,TED STEVENS ANCHORAGE INTL,SA227 AC METRO III,1,None,7/27/2001 0:00,No damage,PENAIR,Alaska,Take-off run,FALSE,,Small,Some Cloud,Unknown bird - small,N,0,No
204935,Airplane,THEODORE FRANCIS GREEN STATE,BA-125-800,1,None,7/27/2001 0:00,No damage,EXECUTIVE JET AVIATION,Rhode Island,Landing Roll,FALSE,BIRD HIT WINDSHLD CENTER BRACE AND NOSE CONE INTERSECTION. ARPT TECH BROUGHT IN CARCASS INTACT. INSPN. NO DMG.,Small,No Cloud,Mourning dove,N,0,No
206221,Airplane,NEW ORLEANS INTL,B-737-300,1,None,7/27/2001 0:00,No damage,US AIRWAYS*,Louisiana,Approach,FALSE,NO DMG,Small,No Cloud,Unknown bird - small,N,150,Yes
207788,Airplane,LAGUARDIA NY,A-320,1,None,7/27/2001 0:00,No damage,US AIRWAYS*,New York,Approach,FALSE,,Small,No Cloud,Unknown bird - small,N,"1,000",No
206824,Airplane,LAMBERT-ST LOUIS INTL,BA-31 JETSTR,1,None,7/27/2001 0:00,No damage,BUSINESS,Missouri,Landing Roll,FALSE,"ATIS WARNING. BIRD REPTD AS FALCON, PROBABLY AMERICAN KESTRAL CEA 7862",Small,Overcast,American kestrel,Y,0,No
210687,Airplane,LINCOLN MUNICIPAL,BA-146-300,1,None,7/27/2001 0:00,No damage,AIR WISCONSIN AIRLINES,Nebraska,Landing Roll,FALSE,PERMANENT OTAM WARNING. FLT 748,Small,Some Cloud,Barn swallow,Y,0,No
206807,Airplane,GREATER PEORIA REGIONAL ARPT,EMB-145,1,None,7/27/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Illinois,Climb,FALSE,1/2 HR OUT OF SVC,Medium,Some Cloud,Unknown bird - medium,N,800,No
210688,Airplane,DALLAS/FORT WORTH INTL ARPT,MD-80,1,None,7/27/2001 0:00,No damage,AMERICAN AIRLINES,Texas,Landing Roll,FALSE,FLT 1361 NO DMG.,Small,Some Cloud,Rock pigeon,Y,0,No
210436,,,ROBINSON R22,1,,,No damage,,California,,FALSE,NO DMG. CLEANED & RETD TO SVC. ON ARPT,,Some Cloud,Rock pigeon,,,
210384,Airplane,TETERBORO AIRPORT,C-650,1,None,7/27/2001 0:00,No damage,BUSINESS,New Jersey,Climb,FALSE,,Medium,No Cloud,Unknown bird - medium,Y,200,No
207967,Airplane,GERALD R FORD INTL,B-727,1,None,7/27/2001 0:00,No damage,FEDEX EXPRESS,Michigan,Landing Roll,FALSE,,Small,No Cloud,Killdeer,N,0,No
215533,Airplane,CLARK COUNTY REGIONAL ARPT (IN),PA-28,1,Other,7/27/2001 0:00,Caused damage,PRIVATELY OWNED,Indiana,Landing Roll,FALSE,"MAJOR STRUCTURAL DMG - WING SPAR AND LDG GEAR. NO INJURIES. DEER KILLED INSTANTLY. NUMEROUS WILDLIFE NOTED ON FIELD AFTER INCIDENT, COYOTES AND DEER. INSTRUCTOR AND ""STUDENT"" PILOT (CERTIFIED PVT PILOT SINCE 1985). A/C OUT OF SERVICE 4 MOS.",Large,No Cloud,White-tailed deer,N,0,No
211630,Airplane,MONTREAL/PIERRE-ELLIOTT-TRUDEAU INTL,DORNIER 328,1,None,7/28/2001 0:00,No damage,PSA AIRLINES,Quebec,Approach,FALSE,,Small,Some Cloud,Unknown bird - small,N,500,No
210208,Airplane,BRADLEY INTL,CL-RJ100/200,1,None,7/29/2001 0:00,No damage,MIDWAY AIRLINES,Connecticut,Landing Roll,FALSE,SPEED UNDER 100 KNOTS. NO DMG.,Small,No Cloud,Unknown bird - small,N,0,No
214245,Airplane,INDIANAPOLIS INTL,B-737-300,1,None,7/29/2001 0:00,No damage,US AIRWAYS*,Indiana,Climb,FALSE,NO DMG.,Small,Some Cloud,European starling,N,100,Yes
205722,Airplane,ALLEGHENY COUNTY ARPT,CITATION X,1,Precautionary Landing,7/29/2001 0:00,No damage,BUSINESS,Pennsylvania,Take-off run,FALSE,NO DMG.,Medium,Overcast,Unknown bird - medium,N,0,No
205227,Airplane,DALLAS LOVE FIELD ARPT,FOKKER F100,1,None,7/29/2001 0:00,No damage,AMERICAN AIRLINES,Texas,Climb,FALSE,BIRD WAS BLACK. HIT ABOVE CAPT'S HEAD ON FUSELAGE. NO DMG.,Medium,No Cloud,Unknown bird - medium,N,500,No
209882,Airplane,MOBILE REGIONAL,MD-88,1,None,7/29/2001 0:00,No damage,DELTA AIR LINES,Alabama,Landing Roll,FALSE,,Small,No Cloud,American robin,N,0,No
208583,Airplane,DANBURY MUNICIPAL ARPT,C-152,1,None,7/29/2001 0:00,No damage,BUSINESS,Connecticut,Approach,FALSE,BIRD HIT RT WING STRUT. NO DMG.,Medium,Some Cloud,Unknown bird - medium,Y,640,No
210961,Airplane,LOUISVILLE INTL ARPT,A-300,1,None,7/29/2001 0:00,No damage,UPS AIRLINES,Kentucky,Approach,FALSE,FLT 345,Small,Some Cloud,Killdeer,Y,20,No
209915,Airplane,ONTARIO INTL ARPT,MD-82,1,None,7/29/2001 0:00,No damage,AMERICAN AIRLINES,California,Approach,FALSE,FLT 1249. PILOT REMARKED HE MAY HAVE HIT A BIRD AT T/D. OPS FOUND REDTAIL HAWK ON RWY @ APPROX LOCATION OF T/D. HAZE.,Medium,No Cloud,Red-tailed hawk,N,5,No
211761,Airplane,GERALD R FORD INTL,B-727,1,None,7/30/2001 0:00,No damage,NORTHWEST AIRLINES,Michigan,Take-off run,FALSE,BIRD FOUND AT 5000' MARKER.,Small,Some Cloud,Killdeer,N,0,No
210862,Airplane,BRADLEY INTL,B-737-200,1,None,7/30/2001 0:00,No damage,DELTA AIR LINES,Connecticut,Take-off run,FALSE,HIT CAPT'S WINDSHLD. NO DMG.,Small,Some Cloud,Unknown bird - small,N,0,Yes
209941,Airplane,LAMBERT-ST LOUIS INTL,MD-80,1,None,7/30/2001 0:00,No damage,TRANS WORLD AIRLINES,Missouri,Approach,FALSE,ATIS WARNING. FLT 410,Small,No Cloud,European starling,Y,300,No
212131,Airplane,WASHINGTON DULLES INTL ARPT,BA-41 JETSTR,1,None,7/30/2001 0:00,No damage,ATLANTIC COAST AIRLINES,DC,Landing Roll,FALSE,,Small,No Cloud,Unknown bird - small,N,0,No
209964,Airplane,PORT COLUMBUS INTL,EMB-145,1,Aborted Take-off,7/30/2001 0:00,No damage,CHAUTAUQUA AIRLINES,Ohio,Take-off run,FALSE,FLT 4894,Small,Some Cloud,Rock pigeon,N,0,No
210861,Airplane,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-145,1,None,7/30/2001 0:00,No damage,CHAUTAUQUA AIRLINES,Kentucky,Approach,FALSE,,Small,Some Cloud,European starling,Y,100,No
207428,Airplane,DALLAS/FORT WORTH INTL ARPT,SAAB-340,1,None,7/31/2001 0:00,No damage,AMERICAN EAGLE AIRLINES,Texas,Approach,FALSE,,Medium,No Cloud,Unknown bird - medium,Y,"1,000",No
208851,Airplane,LAMBERT-ST LOUIS INTL,MD-80,1,None,7/31/2001 0:00,No damage,TRANS WORLD AIRLINES,Missouri,Take-off run,FALSE,PILOT DID NOT CALL BACK. FLT 46. PART STRUCK UNKN.,Medium,Some Cloud,Unknown bird - medium,Y,0,No
203203,Airplane,LAURENCE G HANSCOM,LEARJET-35,1,None,7/31/2001 0:00,No damage,BUSINESS,Massachusetts,Landing Roll,FALSE,,Medium,No Cloud,Unknown bird - medium,N,0,No
